,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35000000000000003,0.36,0.37,0.38,0.39,0.4,0.41000000000000003,0.42,0.43,0.44,0.45,0.46,0.47000000000000003,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.5700000000000001,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.6900000000000001,0.7000000000000001,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.8200000000000001,0.8300000000000001,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.9400000000000001,0.9500000000000001,0.96,0.97,0.98,0.99
600,0.00047136061262376236,0.0007902714948280539,0.001050276617233706,0.0013202167586377352,0.0015255151533217419,0.0017179402218449233,0.002060099182152512,0.0024981410841983143,0.0029990632607979646,0.003701125903257934,0.0047160578144732675,0.006093031145853571,0.007158337562059117,0.007104817035580331,0.00822600691422525,0.008145089401854294,0.008691907094994395,0.007318121832933756,0.006293524609933985,0.004505034573007338,0.0042775111033184696,0.002319646870145703,0.00111510434953293,0.0009282178217821782,0.00038080732568655866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,0.00047136061262376236,0.0006769464900463561,0.0008778791900004933,0.0010701976797202288,0.0013025298710027248,0.001540302458025589,0.0017650259524989542,0.0020102960424092,0.002494686415723276,0.0029786441170859454,0.003592198484088525,0.00446114558634339,0.005188580925143001,0.005793467394565001,0.006601207504639089,0.007318493679608449,0.007279153182494021,0.0064218174850586614,0.0026969601962678505,0.002280451728510532,0.001394514953440959,0.0012924885146762474,0.0007960264488021926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,0.00047136061262376236,0.000683227300962046,0.0008364476864041742,0.0009886912715109527,0.0011458911879407704,0.001302428430033903,0.0015357698698292975,0.0017601631098832604,0.00205017266838839,0.0024215008851398924,0.0029938204310797525,0.0034286186818291643,0.004398495283918363,0.005601540632029571,0.007190162906109697,0.007530985100397674,0.008484716551369148,0.008740830089952243,0.008248930308267031,0.007526593432660297,0.006553469539278805,0.00508938416248501,0.003487163564503783,0.0029430529748154157,0.0015205091953572661,0.0015001500597094546,0.000990099024654615,0.000733406679465039,0.00043047783841000924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,0.00047136061262376236,0.0006087634598347589,0.0007174441110836065,0.0008103014232180459,0.0009182796391109835,0.0010361837547060361,0.0011732616838722463,0.0013752491115408,0.001585862320953851,0.0017912139940896247,0.002125220233805035,0.0025773592164168263,0.002940230343564607,0.0034998737294042463,0.004201385358551351,0.005286769139220809,0.005820892317829156,0.006715921777309758,0.006913839922388002,0.008079842599754286,0.006541004496635777,0.006239318159768487,0.0038726775916201055,0.003142089315570227,0.0020183701953380415,0.0017084484311318633,0.0014911331789623393,0.0007796007402167462,0.0006371546573568098,7.735148514851485e-05,9.520183142163966e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,0.00047136061262376236,0.0005514591586220512,0.0006453114736647723,0.0007392814102534223,0.0008078443718092092,0.0008647626331871338,0.0009659285245620009,0.001097669930999527,0.0013017930066798547,0.0014963086050736839,0.0017673655777321298,0.0020878180869541474,0.002482609283916726,0.0029452641028910875,0.0035167580982209136,0.0041542967071406325,0.004444936834423259,0.004795915696142924,0.005073186793908624,0.005415106759323637,0.005395758329973657,0.005116584858313056,0.005172546040082332,0.004600692964573898,0.002814071936449866,0.001945016784639568,0.0015643691289063432,0.0012244501861162706,0.0005803212043967577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,0.00047136061262376236,0.0005753304040529719,0.0006941125531090737,0.0007916487549376296,0.0008669901958500764,0.0009519630180911557,0.0010410465108747088,0.0011859596418770085,0.001352022992133504,0.001568072911185941,0.0018931143833001577,0.002278233139480621,0.0027112883900633393,0.0032602422905274398,0.003924651957799377,0.004144358886682456,0.004611827331678112,0.004845888178684924,0.00536554131546233,0.005209346562347348,0.005580583753267137,0.005732904511070488,0.003811412520872632,0.0038189280519981194,0.003948572965449478,0.002936341479365336,0.00254206793465753,0.0014265888153879654,0.001072934563594437,0.0011188765678849847,0.0009053418260657846,0.0007092019400125978,6.983928511490916e-05,8.417234645400307e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,0.00047136061262376236,0.0005271082535376865,0.0006072371996395143,0.0006822507637137971,0.0007396834236246967,0.0007977482976880625,0.0008444173715658265,0.0008911533300801742,0.0009622024671903046,0.0010280837754414666,0.0010647325993211258,0.0011525962900573222,0.0012326723617031286,0.0013511149480127463,0.001352077046879521,0.0015281171014643099,0.0015682932156562289,0.0015171975840233489,0.0015226328269449423,0.0014774456763142112,0.0013366537652725336,0.0014119193448897192,0.0014974000151407453,0.0013958922377557005,0.0015187606372234256,0.0017549471219651179,0.0016989004521603041,0.00043031227507508627,0.00023808592174312857,0.00023296447747414654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,0.00047136061262376236,0.0005091252548869072,0.0005700388660488448,0.0006413054191461294,0.0007028002770257984,0.0007756754800926267,0.0008509130341618663,0.0009190844922870545,0.00099940225481987,0.0011084481052556399,0.0012240869749226783,0.0013139202803520874,0.0015265268070789257,0.0016866304985441193,0.0017989623328062273,0.002014229562834348,0.0021209533022034286,0.0022429056456404746,0.002526095088589752,0.0025723893080128006,0.002542517549072457,0.002465788553939155,0.0027038177456891184,0.0024877202946065676,0.0019517066003293683,0.001506116388752909,0.0012755634212442259,0.0012947252737173793,0.001047911318387873,0.0008624763121957531,0.0005523155277392061,0.0006108007296956706,0.0002571685737607503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,0.00047136061262376236,0.0005160347457126816,0.0005885696869647812,0.0006455061605688885,0.0006913097337865741,0.0007471334065845476,0.0007852756407914111,0.000819319720831838,0.0008640075442473413,0.0009161004886529086,0.0009657747889085129,0.001049540202147189,0.0010912297501016667,0.0011642473703135027,0.0013085410320476656,0.001446371952228543,0.0015978707613810749,0.001682100425667987,0.0018275252492674211,0.001882994104877557,0.0019188484310698095,0.001965513766402065,0.0017459440542993568,0.0014705372245816311,0.0013194903316400429,0.0013336745957558108,0.0012606343503414404,0.0010947833612266152,0.0010128988063719012,0.0009107600510267929,0.0007880648671843037,0.0006902262540810769,0.00033046620077278356,0.00034812329761167563,0.00024025522559733675,0.00015052715039784366,9.587590840857217e-05,6.657058723492198e-05,2.5452416629926993e-05,3.009419519417357e-05,3.6943992046583995e-05,4.420085063222611e-05,5.1300465544261554e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
