DICE
34252.20534642874
35021.26315499564
37060.23691309707
33446.92464188092
33477.497410223565
33581.343878053034
33429.53931293985
33436.2722595562
33449.85794835837
40912.806027529194
40652.32665317588
34912.514357185544
43597.9258380027
43895.21767904022
44028.42578963084
44752.758319083536
44924.93928918561
45086.184478377174
36995.767931952076
29552.087639358306
21365.592017148174
36785.81598946919
34722.51806530322
30954.31333570376
35036.79779399248
33785.44706741102
32180.16392962804
28770.793402058993
17923.22955712022
11352.703646190506
24728.98916081455
22016.467265438718
18577.554422804096
21703.983680307974
20633.78031273134
19356.65109343208
19213.39989056294
9329.499776479215
4686.67321007103
14244.530589728278
12110.70279191886
9385.46476098608
11719.037326034908
10913.510287810874
9935.47378210917
11212.220324353413
4036.9936786470207
1571.2039173162584
6890.580054335063
5457.8962295618085
3804.8840291836104
5140.418170827683
4624.639355778259
4010.4065297059224
5836.486223855358
1481.0859647348673
382.54789064870056
2949.665256615137
2114.176566781477
1236.2843088089278
1927.8564537914122
1633.3837328541456
1272.6208095462302
2743.991060753911
422.3511897029814
48.3425432671622
1086.7903755075197
662.1299787923185
306.54161039770065
554.1334195796601
427.43887004275484
296.07481125269896
1161.5427579008688
71.67881290009177
4.600123665073205
292.2051937111282
143.22058157061178
37.15083472216196
103.83080522844756
59.39082336399233
25.75690123402096
429.0084384974892
5.703867552347977
0.0
62.67023526585413
21.225450954673835
1.6288204769908974
13.423773999166379
2.579540069366704
0.0
34175.72892557599
34825.652753373215
36868.67892370028
33351.26176083603
33380.87143494244
33490.10007690069
33322.10282922155
33327.7048017866
33336.345015986386
41070.83130361906
42051.90219114018
39859.67286762093
42645.94890068523
42898.45652197984
43510.77669439806
43144.997329320075
43228.531061278336
43358.62510516072
39922.00140468441
37939.83424102152
31568.65658806367
41897.24367913869
41561.961251451015
39884.64456531472
42180.178748419494
41858.089896649624
41212.561178858996
36563.56140885955
30726.647078782345
23458.021148387754
36119.88113409368
34618.87324549829
31499.892006511793
34370.270501050036
33656.855751873125
32386.74639040115
31266.170415354434
22979.644910391384
16185.255417424461
28497.950592873487
26536.56168434526
23227.206763547376
25890.767084435753
25075.451111390186
23765.036870588832
24895.761952833673
16036.847215141399
10290.119154363136
20853.61791228177
18951.594363119777
16016.693272073118
18168.42106327865
17426.599219497453
16282.20424640139
18539.58576030945
10481.449686257627
6137.933171556439
14234.64876104649
12585.201288487518
10196.348700975985
11945.956491715988
11345.43574321337
10481.751007708697
13042.311777173943
6421.215476189028
3394.1937731236553
9154.711109860833
7865.254556463244
6103.256764796879
7391.926937409183
6967.37509613104
6337.802292115406
8692.640294186025
3659.6830902013876
1567.4060533076868
5584.416847360556
4655.013717370626
3421.305892634179
4290.105728247581
3959.6470739918736
3498.1727735671657
5512.821408278441
1872.4146014824735
654.9448798871734
3137.476319000971
2467.665276384479
1592.5496972568815
2192.244896087734
1954.747720425117
1599.0788369791694
34276.64987636372
35276.10610462097
37489.182886532464
33397.74357163444
33451.2319408085
33647.78441673523
33365.16582457895
33375.74244477825
33391.72701605966
41240.088940388014
42588.428622707026
42405.37279575758
42178.38535102721
42323.57258705964
42792.81745257478
42435.30989500547
42463.44880418691
42512.39438887375
40971.93016671847
40994.65995635492
36276.336780180245
43435.71377224241
43694.938495832896
43242.69220899678
44554.07597165879
44574.156372207515
44394.70015375014
39235.65679839441
36129.0239650996
29608.23638159242
40418.068249196025
39574.42291301533
37203.139776020354
39714.32656448064
39172.990236729995
38154.43069485449
35908.88725522323
29996.813999514023
23028.653373760604
34844.10825498644
33353.732386817355
30160.442072768634
32770.572898379054
32056.968889588657
30768.92898395803
31142.425692026183
23477.744229986547
16881.655049059536
28264.744617067725
26511.502756261863
23167.46241110234
25679.379554145038
24923.695547487543
23531.731027869144
25643.037588962998
17398.612117359815
11794.469018950647
21635.146034130386
19892.021765306723
16887.023977475572
18920.57772726124
18231.45093182643
17078.805186228765
20026.751805796703
12316.193451857795
7822.3252790166325
15769.218616828814
14286.39124432589
11904.520774039485
13456.293608102704
12936.415562283824
12054.321783495992
15024.40909864329
8374.656364567298
4931.590247374572
